"x"
"um"
"um"
"Contact"
"Metal2"
"Metal3"
"Metal4"
"Metal5"
"Metal6"
"Metal7"
"Nplus"
"Nwell"
"Pad"
"Pad2"
"Pplus"
"Resistor"
"Via1"
"Via2"
"Via3"
"Via4"
"Via5"
"Via6"
"Contact"
"Dualgate"
"Metal1"
"Metal2"
"Metal3"
"Metal4"
"Metal5"
"Metal6"
"Metal7"
"Nplus"
"Nwell"
"Pad"
"Poly1"
"Poly2"
"Pplus"
"Resistor"
"Via1"
"Via2"
"Via3"
"Via4"
"Via5"
"Via6"
"Co1"
"Co11ect"
"Co22ect"
"Co33ect"
"Co44ect"
"Co55ect"
"Co66ect"
"Diode"
"Latchup"
"M1"
"M2"
"M3"
"M4"
"M5"
"M6"
"M7"
"Ma1imum"
"Ma2imum"
"Ma3imum"
"Ma4imum"
"Ma5imum"
"Ma6imum"
"Ma7imum"
"Memcell"
"Metal"
"Metaln"
"Mi1"
"Mi1imum"
"Mi2imum"
"Mi3imum"
"Mi4imum"
"Mi5imum"
"Mi6imum"
"Res"
"Schottky"
"Top"
"Type1"
"Type2"
"V1"
"V5"
"Within10"
"Within15"
"a1d"
"a2d"
"a3d"
"a4d"
"a5d"
"a6d"
"commo1"
"draw1"
"draw2"
"draw3"
"draw4"
"draw5"
"draw6"
"e1actly"
"e1close"
"e2actly"
"e2close"
"e3actly"
"e3close"
"e4actly"
"e4close"
"e5actly"
"e5close"
"e6actly"
"e6close"
"e7actly"
"ge1erate"
"i1"
"le1gth"
"li1e"
"li1es"
"ma1"
"ma1imum"
"ma2"
"ma2imum"
"ma3"
"ma3imum"
"ma4"
"ma4imum"
"ma5"
"ma5imum"
"ma6"
"ma6imum"
"ma7"
"ma7imum"
"metal1"
"ndash"
"o1e"
"poly2"
"usi1g"
"usi2g"
"usi3g"
"usi4g"
"usi5g"
"usi6g"
"via"
"vialess"
"within10"
"x"
"x"
"x"
"x"
"x"
"x"
"z"
"Nwell"
"Poly1"
"Via1"
"Via2"
"Via3"
"Via4"
"Via5"
"Via6"
"x"
"x"
"x"
"x"
"x"
"x"
"x"
"x"
"x"
"x"
"x"
"x"
"x"
"Empty"
"k"
